age,income,debt_to_income_ratio,credit_utilization,late_payments,credit_history_years,loan_amount,months_employed,savings_balance,existing_loans,monthly_debt_payment,employment_status,risk_flag,credit_score
54,86897.66,0.4559,0.2286,1,7,16084.75,80,18156.82,2,190.56,Full-time,1,697.75
48,58801.92,0.5329,0.1809,0,6,16152.97,99,9125.74,2,440.84,Full-time,1,727.4
44,61315.99,0.276,0.1398,3,6,10025.0,93,4090.54,2,147.81,Full-time,1,734.75
55,117302.05,0.1602,0.4546,3,13,78741.78,113,10524.54,0,266.45,Part-time,1,707.46
63,47244.43,0.2634,0.3428,2,4,28695.84,20,16381.98,1,453.2,Full-time,1,651.95
36,68946.23,0.3029,0.5237,1,10,6405.0,154,5021.32,0,496.57,Unemployed,1,731.54
40,101679.65,0.3852,0.3879,1,3,7723.85,58,11207.13,0,571.63,Full-time,1,660.8
29,95235.01,0.2705,0.3555,0,16,28950.1,141,12657.7,0,147.83,Full-time,1,797.48
51,61585.04,0.5618,0.2527,1,7,19807.98,97,19615.37,3,393.26,Part-time,1,674.12
39,58104.15,0.5516,0.4838,3,16,5598.65,61,3451.01,2,303.9,Full-time,1,539.4
37,30258.52,0.4216,0.3445,2,2,117999.27,166,8057.05,5,378.13,Full-time,1,725.73
53,41138.09,0.5061,0.1572,1,13,2832.78,51,15516.79,2,421.07,Full-time,1,676.37
40,76363.62,0.4622,0.1773,2,16,14426.15,86,9529.0,2,438.53,Full-time,1,688.68
42,62190.22,0.2799,0.1819,2,3,20204.0,55,5252.01,0,479.56,Full-time,1,716.39
41,68440.31,0.2602,0.2494,2,17,12369.47,101,29597.33,1,197.82,Full-time,1,743.76
33,105626.45,0.3668,0.5951,1,17,36229.45,23,30438.16,5,818.88,Self-employed,1,585.35
26,38781.73,0.2424,0.3676,2,15,28546.72,122,25344.7,1,675.4,Full-time,1,737.05
59,59499.24,0.3663,0.2501,1,13,22017.57,7,9787.16,1,278.3,Full-time,1,658.42
25,72035.9,0.348,0.1879,1,1,18959.33,28,11214.88,2,422.77,Full-time,1,696.96
36,48200.66,0.2674,0.1912,3,2,29038.28,177,38607.86,2,838.33,Part-time,1,794.48
52,126016.07,0.1856,0.2978,1,6,17216.76,29,26407.57,0,473.0,Part-time,1,719.04
27,99594.68,0.321,0.4602,0,14,6921.71,58,39121.86,0,320.5,Full-time,1,686.98
51,75399.81,0.2564,0.5115,1,8,39246.19,87,14346.43,2,700.19,Full-time,1,692.7
55,148361.08,0.2519,0.3745,1,1,67875.49,90,22426.21,1,372.63,Part-time,1,730.8
52,33708.22,0.3929,0.3545,2,6,21152.99,113,23494.12,2,249.3,Part-time,1,687.67
35,65941.49,0.3002,0.103,3,15,21461.26,19,45539.97,1,433.58,Full-time,1,675.02
21,78030.23,0.4211,0.1798,3,14,19450.19,59,1924.63,0,289.9,Full-time,1,652.89
62,43846.5,0.1848,0.3543,2,14,7927.52,80,14829.79,3,617.97,Self-employed,1,722.65
36,75759.68,0.3982,0.5365,0,12,13634.73,17,30040.64,1,220.05,Unemployed,1,610.58
58,40216.71,0.2581,0.6679,1,4,34835.71,3,36324.37,3,598.95,Self-employed,1,583.1
30,90287.18,0.2141,0.4706,2,4,23844.26,136,9092.49,4,447.64,Self-employed,1,731.45
28,106513.35,0.2604,0.1158,1,17,66389.41,160,18608.45,0,54.85,Unemployed,1,850.0
57,74798.27,0.2356,0.1192,2,2,33695.58,126,24962.82,2,460.94,Full-time,1,804.52
65,28745.63,0.2689,0.2499,2,14,15026.24,173,38805.06,1,311.57,Full-time,1,801.02
61,42827.81,0.6043,0.4953,2,11,32048.88,163,18077.42,1,132.54,Part-time,1,630.72
56,85316.19,0.2067,0.2321,0,1,17427.2,171,16625.26,5,172.24,Unemployed,1,850.0
32,66805.41,0.3549,0.3516,2,15,6322.58,143,10613.4,0,911.3,Part-time,1,724.8
63,20000.0,0.4632,0.606,0,16,41639.76,37,34653.57,1,599.03,Unemployed,1,590.37
52,115759.92,0.4313,0.4855,1,11,28578.21,134,38448.88,3,117.66,Unemployed,1,685.9
29,70368.11,0.1717,0.4078,1,17,150000.0,146,32436.39,1,447.4,Self-employed,1,793.21
27,45771.48,0.3229,0.3016,1,5,13767.82,95,25099.38,0,572.96,Part-time,1,731.9
61,103541.73,0.1771,0.2481,1,17,33508.02,64,16453.78,3,445.14,Self-employed,1,763.18
33,48781.53,0.7018,0.3395,0,10,11939.66,169,8108.61,2,168.02,Part-time,1,695.42
56,48542.58,0.4531,0.1886,0,12,10926.84,119,7120.39,5,492.98,Full-time,1,766.09
27,77750.38,0.2834,0.3585,1,10,102552.94,124,32059.7,1,212.65,Full-time,1,753.69
34,147482.87,0.3344,0.5477,3,16,4732.59,166,34985.85,3,250.52,Full-time,1,676.09
34,137394.86,0.1642,0.1015,2,14,19501.17,22,16460.17,1,124.74,Full-time,0,743.7
34,77797.94,0.5707,0.1008,2,14,67620.15,100,16448.14,0,201.63,Part-time,1,686.92
52,81476.8,0.2867,0.3522,1,8,6774.5,140,16015.22,1,90.21,Full-time,1,767.61
63,94482.94,0.3101,0.1616,0,16,13968.57,74,37003.57,1,614.15,Full-time,1,778.24
63,37584.89,0.187,0.241,0,13,37646.06,42,25413.76,0,231.35,Self-employed,1,768.65
55,88421.17,0.5869,0.5802,1,6,8589.99,95,9264.62,1,873.05,Part-time,1,583.05
30,47556.18,0.4615,0.254,2,5,25098.4,145,20591.76,0,626.36,Full-time,1,718.88
66,76367.7,0.4501,0.4461,0,14,11458.72,112,3478.82,0,616.3,Unemployed,1,696.78
46,59732.98,0.3143,0.2541,0,1,50857.13,178,7904.01,1,885.93,Full-time,1,840.52
46,82912.72,0.3303,0.3524,0,16,49602.77,100,3020.77,1,39.77,Full-time,1,746.14
53,69783.06,0.4328,0.3057,1,14,14241.84,26,6449.58,1,513.84,Self-employed,1,640.4
57,20000.0,0.4815,0.4203,5,10,2669.22,26,6979.26,2,727.36,Unemployed,1,497.14
65,71718.3,0.2533,0.1557,0,17,28589.58,17,2274.32,1,625.22,Part-time,1,749.25
48,88341.81,0.4429,0.4033,1,5,40771.24,131,36189.66,3,454.86,Full-time,1,700.47
49,80875.62,0.3945,0.0937,3,17,28760.63,141,8669.47,1,135.93,Full-time,1,750.72
56,63185.89,0.4359,0.2957,2,3,26312.99,5,10152.12,3,151.19,Full-time,1,599.47
32,138548.09,0.6237,0.2125,2,13,23973.89,144,6426.32,2,291.42,Self-employed,1,679.76
35,76123.93,0.1753,0.6719,1,4,15678.08,121,21605.57,2,357.42,Full-time,1,705.27
50,80575.75,0.2367,0.3851,2,12,11650.58,122,43202.79,4,229.2,Unemployed,1,734.38
24,105875.73,0.3503,0.1419,0,6,20393.35,77,20832.85,1,1090.74,Full-time,1,773.6
36,77898.88,0.3092,0.3699,1,7,16764.22,85,17958.33,0,886.95,Full-time,1,710.6
54,44174.02,0.6167,0.4017,1,5,31881.16,3,2494.19,2,263.3,Full-time,1,542.07
66,22087.08,0.4902,0.251,3,16,10821.73,154,12256.75,2,165.84,Full-time,1,693.52
45,53385.56,0.3475,0.4312,3,10,14509.28,128,23159.38,2,515.56,Unemployed,1,669.62
39,93192.78,0.374,0.2127,0,9,20715.4,120,37023.4,4,344.45,Self-employed,1,784.62
41,56449.78,0.3158,0.3931,0,5,11453.03,171,22371.66,0,567.85,Full-time,1,799.48
53,94895.38,0.2402,0.2718,1,13,7342.28,155,78801.18,0,698.9,Full-time,1,814.16
46,70751.41,0.3129,0.6686,0,5,30482.7,39,7192.99,2,122.15,Full-time,1,621.48
22,118140.48,0.388,0.2668,2,10,7777.61,62,7193.17,1,327.87,Full-time,1,668.57
46,57939.37,0.3185,0.5824,2,7,22103.78,51,18505.93,3,230.25,Full-time,1,601.35
39,81668.75,0.3423,0.1462,2,16,28149.35,63,39578.87,4,1034.69,Full-time,1,713.26
53,83087.39,0.5974,0.291,0,6,52410.86,22,45388.97,2,204.91,Full-time,1,616.36
62,130056.06,0.1524,0.1077,3,12,97336.8,111,2368.33,1,251.24,Unemployed,1,794.86
66,30699.86,0.1067,0.4407,0,4,48718.53,26,14674.55,1,563.25,Self-employed,1,729.48
49,53837.0,0.4476,0.4485,0,6,11805.4,124,30020.04,0,250.16,Unemployed,1,706.93
38,96938.52,0.5181,0.3742,0,9,15716.43,171,29317.23,1,159.15,Full-time,1,743.52
41,132674.42,0.2272,0.233,1,16,23907.31,26,21593.12,1,902.73,Part-time,1,720.26
29,73720.2,0.3182,0.1208,0,7,18528.22,53,12426.16,1,393.79,Full-time,1,768.51
64,58004.92,0.3266,0.5798,1,4,21540.92,31,1012.33,3,211.67,Full-time,1,607.9
60,93032.42,0.2872,0.1371,0,16,46271.24,143,76712.46,2,148.11,Part-time,1,848.73
61,97823.12,0.2194,0.267,1,4,21157.32,150,22477.3,2,199.14,Unemployed,1,817.43
36,56283.25,0.2992,0.478,1,4,36637.03,116,6313.83,2,229.56,Full-time,1,712.41
36,76775.3,0.2863,0.2489,0,7,8746.92,104,10144.75,1,333.13,Full-time,1,788.55
61,112559.5,0.5718,0.1678,1,14,27022.24,95,16672.84,1,692.38,Full-time,1,690.68
46,154926.57,0.3695,0.3244,0,7,5973.62,43,20008.49,3,478.68,Full-time,1,693.88
54,92426.8,0.3561,0.3005,3,17,42150.35,110,4099.77,0,689.41,Full-time,1,684.71
44,67498.62,0.3647,0.1838,0,14,16898.37,62,5754.33,1,516.5,Part-time,1,746.31
41,64580.4,0.2109,0.5268,1,15,7318.17,71,20439.52,2,434.15,Self-employed,1,689.2
50,85035.87,0.3295,0.2928,1,8,15815.13,147,8180.52,3,159.96,Full-time,1,775.45
59,62814.88,0.2606,0.3405,0,15,26793.63,159,2945.93,3,606.33,Part-time,1,819.2
36,72066.04,0.4422,0.2048,0,15,8068.89,40,6817.81,3,199.12,Full-time,1,699.47
59,41107.9,0.3881,0.3044,0,7,10380.17,116,13220.7,5,621.1,Full-time,1,754.14
32,118619.45,0.1971,0.2459,1,6,14557.23,110,3317.14,1,922.57,Self-employed,1,796.06
39,39613.17,0.5038,0.2476,2,2,34419.28,171,53621.03,2,488.99,Full-time,1,729.46
63,54477.86,0.2392,0.4152,3,7,4693.94,93,36677.54,0,261.68,Self-employed,1,676.94
65,69141.95,0.3084,0.5463,4,9,26471.47,74,29114.48,0,115.86,Self-employed,1,582.57
64,162096.01,0.5001,0.1837,1,13,16071.75,172,14432.2,2,528.67,Unemployed,1,772.38
35,54709.5,0.5859,0.3536,2,10,40663.93,170,4673.34,0,379.12,Full-time,1,677.5
60,49035.16,0.4438,0.3759,0,5,25431.53,137,6546.28,3,114.43,Self-employed,1,737.05
64,51644.16,0.5757,0.3652,0,6,49727.92,168,41136.22,2,409.12,Full-time,1,725.99
66,139595.43,0.5458,0.1634,0,3,25601.04,129,6804.99,1,1189.62,Full-time,1,752.91
21,20000.0,0.4588,0.1147,4,4,8222.27,61,12994.57,0,210.93,Part-time,1,634.52
56,42140.64,0.4081,0.2246,1,3,25926.85,136,10444.88,3,176.65,Full-time,1,759.75
67,226178.53,0.4531,0.3976,4,14,27096.33,179,11694.31,1,653.6,Part-time,1,663.84
56,86326.93,0.745,0.5234,1,4,11772.45,170,12004.22,2,394.13,Self-employed,1,612.32
31,40227.53,0.3519,0.1189,1,1,13077.96,138,10906.45,3,157.75,Self-employed,1,804.7
56,64934.67,0.2227,0.4116,2,11,3541.98,48,9101.89,2,180.01,Full-time,1,670.29
25,68210.55,0.2235,0.1535,0,10,31881.32,139,10184.62,0,203.06,Full-time,1,850.0
43,96834.28,0.408,0.6052,1,1,17224.91,9,11188.07,3,440.03,Part-time,1,558.8
50,151414.43,0.4709,0.2433,0,12,12720.07,113,5986.46,1,151.47,Part-time,1,742.07
42,78814.18,0.1578,0.4428,2,12,9363.93,54,4061.63,2,477.42,Self-employed,1,686.96
53,51901.1,0.4258,0.2338,0,17,13363.89,29,9752.16,3,74.56,Full-time,1,687.98
32,94295.43,0.3257,0.5704,2,14,25682.57,164,6348.6,1,437.66,Part-time,1,696.36
49,48328.96,0.5409,0.3268,1,14,21430.76,134,12630.87,0,406.75,Part-time,1,692.7
51,41564.35,0.4951,0.2445,0,13,14938.46,126,5394.39,0,1161.52,Full-time,1,745.34
50,29972.66,0.3057,0.0706,0,12,8000.15,112,2674.27,0,239.84,Full-time,1,833.97
34,32718.38,0.2396,0.2818,1,11,14815.6,30,46001.07,2,372.82,Unemployed,1,707.67
35,44205.29,0.3202,0.5142,1,11,10480.01,97,7803.41,1,142.49,Self-employed,1,681.22
33,38948.46,0.3484,0.1969,1,8,16087.68,63,2017.88,1,447.39,Full-time,1,723.76
42,76187.79,0.4576,0.3983,0,2,28919.84,178,25129.38,1,989.95,Full-time,1,761.48
48,38571.51,0.3334,0.2261,1,17,12818.9,109,8793.67,0,270.22,Self-employed,1,759.29
38,20000.0,0.1901,0.1841,3,17,60206.78,155,12608.71,4,263.55,Full-time,1,801.11
40,41367.04,0.4205,0.1266,0,2,12510.89,31,14758.99,4,374.59,Full-time,1,718.03
34,53512.1,0.4195,0.2668,0,14,5610.09,55,29206.55,2,228.45,Part-time,1,703.28
31,50389.99,0.5293,0.2885,0,13,15927.71,108,16027.66,3,501.48,Full-time,1,709.08
51,131109.23,0.348,0.4941,0,5,12188.08,175,3758.82,2,169.97,Full-time,1,767.91
59,50206.8,0.4928,0.1799,0,7,150000.0,16,4471.9,1,480.49,Unemployed,1,670.52
34,98362.56,0.4007,0.4938,2,14,13442.56,23,3645.62,1,96.12,Self-employed,1,575.51
61,65608.32,0.2479,0.0897,2,15,6372.03,131,8100.07,1,253.26,Full-time,1,812.37
47,64923.37,0.1854,0.1199,0,7,18561.08,22,17214.08,3,224.8,Unemployed,0,782.74
28,45436.86,0.2833,0.2492,1,11,16086.61,56,6198.35,1,331.7,Full-time,1,724.38
38,64443.74,0.1774,0.0865,0,8,7974.79,119,6947.42,5,420.27,Full-time,0,850.0
21,46896.89,0.3548,0.1766,2,3,23195.32,78,6706.53,2,540.14,Full-time,1,714.41
22,71432.69,0.3687,0.3758,0,3,26804.01,137,7526.51,2,288.13,Part-time,1,759.61
36,59497.39,0.2928,0.1883,1,15,19087.17,5,22064.05,1,280.04,Part-time,1,694.25
42,43257.13,0.6435,0.4301,1,1,14961.57,117,9715.49,2,485.46,Full-time,1,621.93
58,103399.19,0.198,0.2817,0,2,13935.48,117,31895.95,1,288.18,Full-time,1,817.68
27,80183.92,0.3442,0.2981,1,6,11656.87,50,7932.08,3,211.05,Part-time,1,688.88
60,54088.22,0.4195,0.1861,0,14,7354.32,124,12805.31,4,515.27,Full-time,1,780.96
32,70648.48,0.1925,0.3834,1,12,50995.19,79,10606.57,2,568.87,Full-time,1,737.23
27,63721.66,0.5774,0.3099,2,10,99340.82,157,15995.66,0,600.55,Unemployed,1,680.14
53,44783.01,0.6782,0.3637,0,11,8787.95,138,19758.1,2,365.49,Self-employed,1,670.62
57,68303.98,0.4571,0.1221,3,3,11827.3,131,12858.48,3,1091.4,Part-time,1,716.51
49,50038.34,0.177,0.303,1,3,8457.82,95,124358.36,2,186.08,Unemployed,1,775.32
26,43251.18,0.4627,0.1741,2,11,33639.67,122,46201.07,1,293.61,Unemployed,1,719.33
26,31880.66,0.3329,0.4195,4,7,8861.07,27,7992.25,4,301.0,Self-employed,1,567.76
39,56309.96,0.3797,0.343,1,10,29404.44,77,39930.04,3,525.73,Full-time,1,689.51
42,85403.02,0.7138,0.3205,4,11,24331.81,67,36415.7,1,49.2,Full-time,1,511.57
67,48407.17,0.3295,0.2275,0,6,16199.67,15,4260.24,1,138.96,Self-employed,1,706.78
34,205729.79,0.5137,0.4372,0,15,46719.47,146,2158.63,1,389.22,Part-time,1,708.26
30,98573.58,0.1909,0.3022,0,14,14117.0,117,15662.41,1,256.28,Part-time,1,814.68
65,119008.31,0.4461,0.5368,1,2,18062.78,61,11656.55,1,604.61,Part-time,1,607.8
28,94642.26,0.1565,0.5335,0,3,7694.61,6,1587.29,2,387.31,Full-time,1,674.68
22,152327.68,0.3105,0.3598,2,4,3265.14,174,14561.7,1,729.42,Full-time,1,761.9
40,46436.87,0.4864,0.316,2,3,37875.12,119,13593.79,2,83.28,Full-time,1,674.25
39,20903.42,0.5018,0.4259,3,10,11698.13,145,7788.13,0,395.35,Part-time,1,638.82
50,54135.39,0.2443,0.2349,1,5,40518.78,16,49973.98,1,343.58,Part-time,1,706.32
62,85067.33,0.3784,0.1388,1,12,14092.29,164,10804.69,2,477.04,Full-time,1,813.45
64,70840.25,0.4522,0.4815,0,15,16710.7,13,9343.86,1,332.52,Full-time,1,604.8
34,74904.01,0.4943,0.3439,1,3,20831.73,164,13072.4,4,273.56,Full-time,1,727.4
67,119899.54,0.3984,0.2194,1,3,12362.39,103,4103.48,3,228.17,Full-time,1,736.46
50,78584.2,0.5092,0.3184,2,4,5821.38,156,5999.23,0,265.13,Full-time,1,697.64
24,94798.69,0.5524,0.3111,0,14,9799.26,165,1191.16,3,425.1,Full-time,1,744.0
65,43355.84,0.3305,0.2792,2,17,9274.08,158,18147.35,1,131.95,Self-employed,1,762.72
27,40419.71,0.3104,0.4679,0,14,17615.37,131,28471.67,2,88.8,Full-time,1,749.07
48,136810.39,0.2855,0.2515,1,12,39414.85,21,16610.02,1,114.14,Full-time,1,693.98
58,69244.96,0.3002,0.386,1,11,10851.54,126,15547.48,0,539.01,Full-time,1,743.44
32,49988.43,0.3616,0.0788,0,4,16819.48,96,12095.9,0,289.33,Self-employed,1,801.82
33,50029.72,0.284,0.149,0,8,21314.91,143,46744.88,3,239.31,Self-employed,1,846.72
43,49409.33,0.516,0.5291,1,16,10343.14,176,11415.74,1,281.26,Full-time,1,684.59
62,48096.68,0.5758,0.4982,0,7,23617.44,84,27668.82,1,589.98,Unemployed,1,622.71
31,37144.96,0.4136,0.1696,0,1,38961.84,50,25369.89,1,83.4,Part-time,1,725.19
52,33685.1,0.4564,0.2205,0,4,23753.44,132,4002.07,2,591.59,Self-employed,1,767.96
42,60611.99,0.1379,0.1943,0,9,17410.72,45,22505.49,2,174.36,Full-time,1,797.56
26,50674.77,0.4112,0.3448,1,12,10009.91,87,4992.88,1,639.12,Full-time,1,687.94
54,108903.96,0.2518,0.2187,0,8,16596.25,127,7991.37,1,1006.96,Self-employed,1,825.62
60,75499.74,0.3029,0.1627,2,8,10646.68,171,11047.25,0,303.23,Part-time,1,810.96
48,74562.5,0.468,0.2899,1,12,11960.21,133,37352.94,0,240.29,Part-time,1,722.96
29,47362.96,0.4667,0.1949,1,5,16556.4,129,7009.78,2,782.75,Self-employed,1,743.76
28,62663.68,0.3741,0.2195,3,14,15588.5,94,17074.44,0,179.82,Part-time,1,686.23
40,77843.1,0.4738,0.286,2,6,37166.78,56,3420.12,1,324.71,Full-time,1,633.03
44,91334.88,0.2244,0.1758,2,2,11949.48,153,10993.31,1,260.1,Full-time,1,816.23
46,63433.58,0.5496,0.3612,1,3,23672.14,67,8584.83,4,369.24,Full-time,1,625.65
32,107538.66,0.5269,0.4218,1,7,13027.2,40,37666.66,2,179.83,Self-employed,1,594.81
44,66409.49,0.3071,0.2263,1,1,9531.06,116,6817.68,3,496.63,Part-time,1,772.96
34,94540.27,0.3037,0.1437,0,4,27574.45,165,3414.8,0,376.55,Full-time,1,850.0
53,53080.58,0.4334,0.3873,4,8,24178.71,87,8938.26,1,371.91,Full-time,1,595.66
58,29270.49,0.3521,0.2859,0,17,11847.98,68,7646.15,1,416.03,Full-time,1,729.56
51,74664.61,0.2231,0.418,1,17,2023.1,30,15890.96,4,172.6,Part-time,1,678.57
21,91710.84,0.4263,0.6831,1,13,39514.58,147,39728.31,1,510.85,Full-time,1,648.84
67,85725.56,0.2289,0.1814,1,17,31071.1,115,9725.31,0,119.19,Part-time,1,806.81
22,80016.17,0.3501,0.5427,2,11,40455.65,34,17668.66,0,337.98,Full-time,1,587.63
67,56564.44,0.1755,0.1936,3,3,42001.94,112,11907.37,3,729.94,Part-time,1,767.28
22,46026.11,0.4679,0.3118,0,12,18220.63,68,19835.13,2,154.28,Self-employed,1,688.35
45,84819.24,0.3499,0.2276,2,10,13473.9,5,5650.42,2,252.66,Unemployed,1,642.3
25,80169.73,0.4132,0.3024,1,15,5145.67,116,12720.45,3,295.29,Unemployed,1,722.11
25,51410.38,0.5674,0.5293,1,6,19829.13,70,28958.82,1,329.57,Full-time,1,580.79
53,109015.01,0.5523,0.3417,2,14,13166.87,39,6791.07,1,272.75,Self-employed,1,581.38
55,44476.25,0.4667,0.2274,1,12,10425.51,132,11194.23,1,600.93,Part-time,1,738.14
26,50889.63,0.1428,0.2196,0,13,6966.47,39,12234.1,0,97.37,Part-time,1,784.76
66,138190.9,0.4701,0.3299,1,1,8767.24,34,3675.47,1,673.23,Part-time,1,629.83
36,97817.8,0.5868,0.157,1,17,7029.43,35,23937.5,2,270.73,Self-employed,1,638.88
35,56325.12,0.2441,0.1142,0,10,36136.35,153,7987.46,0,531.78,Self-employed,0,850.0
34,75306.47,0.2518,0.0951,0,12,39377.51,79,12461.31,3,512.95,Full-time,0,816.52
42,70944.74,0.3412,0.4178,2,8,10725.8,103,21850.55,2,277.39,Full-time,1,679.02
29,20000.0,0.2901,0.5477,0,3,42499.26,149,23815.0,2,230.39,Full-time,1,750.21
40,44006.24,0.5354,0.0896,3,10,19378.3,75,4720.62,3,921.57,Self-employed,1,654.48
30,64674.29,0.2179,0.227,2,12,50401.51,50,18441.19,2,908.01,Part-time,1,719.55
23,56360.56,0.2665,0.204,1,3,27379.32,177,29940.43,5,366.02,Part-time,1,841.55
38,73953.82,0.1456,0.446,1,7,28071.67,110,7423.5,0,597.82,Self-employed,1,761.49
52,110003.45,0.3067,0.312,0,11,21407.72,115,25484.21,3,315.01,Full-time,1,775.82
56,57257.21,0.2259,0.336,3,5,10881.2,55,18435.25,0,270.27,Part-time,1,669.06
37,41112.0,0.2668,0.4316,2,6,7156.53,166,19747.45,2,393.98,Full-time,1,750.39
36,76587.05,0.3468,0.5618,1,2,20814.48,61,27080.6,1,189.26,Part-time,1,631.34
58,57126.28,0.6643,0.1702,3,9,16869.4,179,6136.04,0,174.43,Full-time,1,682.33
53,61683.48,0.4063,0.2592,1,3,111259.57,112,5833.42,1,754.67,Full-time,1,731.64
60,58029.21,0.3669,0.208,4,15,30435.96,84,35000.65,2,493.14,Part-time,1,657.93
63,181466.62,0.3852,0.4067,2,3,9985.09,129,10046.18,1,212.77,Unemployed,1,690.27
59,24141.39,0.5508,0.281,3,2,16999.34,67,3815.54,4,516.22,Full-time,1,595.34
65,55561.72,0.4835,0.1103,1,16,13934.9,149,11460.92,3,280.15,Part-time,1,776.54
40,66061.4,0.5735,0.2972,2,7,17544.11,156,12023.87,1,307.33,Self-employed,1,683.65
39,46559.48,0.2813,0.164,0,4,7201.0,20,16241.11,1,232.19,Full-time,1,741.28
36,99202.81,0.2995,0.5156,1,10,34038.81,4,9512.7,1,406.61,Self-employed,1,609.58
32,95412.6,0.2351,0.1874,2,2,13675.39,15,57808.45,2,457.95,Part-time,1,695.12
56,64764.34,0.3345,0.3836,0,8,28510.33,84,6165.43,2,311.0,Full-time,1,723.75
54,58582.82,0.3005,0.2903,2,12,11819.06,120,2535.58,0,173.85,Full-time,1,737.28
58,62920.0,0.4513,0.4504,1,9,13653.37,116,3793.03,0,524.65,Self-employed,1,673.68
28,63123.35,0.2203,0.3187,4,16,27317.98,48,7056.89,2,231.04,Full-time,1,644.24
44,63878.12,0.3752,0.3098,2,13,4231.05,146,19769.59,3,470.04,Self-employed,1,731.66
31,60803.36,0.3596,0.4196,1,12,35993.68,19,11076.77,2,760.47,Full-time,1,628.05
62,74131.97,0.4465,0.2222,1,12,50457.47,124,17700.89,5,760.38,Full-time,1,738.83
33,92869.02,0.2901,0.1609,0,12,49774.39,85,7450.06,1,154.33,Self-employed,1,793.58
27,38039.6,0.5372,0.1994,1,9,11040.66,6,18683.01,2,256.4,Full-time,1,618.99
47,41241.54,0.3336,0.1257,0,2,22274.87,155,3424.87,2,428.75,Part-time,1,847.66
62,30126.69,0.3108,0.2623,0,5,13195.46,122,15061.62,5,611.67,Unemployed,1,792.85
64,97721.69,0.2842,0.3505,2,6,6372.05,101,21844.73,0,142.98,Unemployed,1,711.28
25,74061.08,0.2052,0.4901,2,5,19189.23,118,5996.63,2,654.22,Full-time,1,714.25
36,83064.31,0.1871,0.5067,3,5,6505.23,58,54809.61,4,455.86,Part-time,1,640.53
28,34777.5,0.5143,0.3246,1,13,27436.25,4,2665.86,0,686.08,Full-time,1,592.89
35,147742.57,0.2154,0.2534,1,17,31988.99,70,23818.28,0,152.14,Part-time,1,755.36
46,50312.92,0.1685,0.4473,3,8,44527.62,55,26690.34,0,286.11,Self-employed,1,658.46
34,71374.26,0.3835,0.1412,2,9,25814.77,126,6287.35,1,450.61,Full-time,1,754.65
24,97194.86,0.4361,0.2166,1,6,13499.91,86,17167.45,4,339.13,Full-time,1,711.69
44,42440.53,0.2463,0.1791,1,11,15799.73,173,6319.02,3,311.23,Full-time,1,850.0
23,51748.67,0.3477,0.2282,3,12,19652.57,114,16821.35,1,106.6,Full-time,1,708.64
31,71727.34,0.3473,0.4103,2,1,50211.67,123,10849.34,1,296.12,Full-time,1,695.73
21,239393.25,0.5596,0.1618,1,9,50583.45,123,13115.0,0,157.16,Full-time,1,719.17
25,75773.67,0.4445,0.1674,2,8,17002.64,54,7969.91,2,1042.27,Full-time,1,669.8
41,136333.93,0.5849,0.1129,0,8,35883.03,99,8006.17,3,462.3,Unemployed,1,728.8
60,113840.42,0.2662,0.2912,0,9,12566.38,164,6788.34,1,1453.43,Part-time,1,834.01
57,78089.0,0.515,0.2271,4,3,24474.42,178,22619.65,0,258.75,Part-time,1,687.06
25,42398.23,0.3509,0.3651,1,14,14120.57,59,54084.2,3,333.73,Full-time,1,677.62
22,106605.37,0.3972,0.1782,0,16,21391.62,124,90770.06,0,768.56,Full-time,1,789.62
36,33720.13,0.1463,0.5625,0,2,10144.4,17,29021.13,3,321.93,Full-time,1,679.65
51,135997.78,0.4009,0.3713,2,15,6672.31,32,13051.52,2,820.71,Full-time,1,613.57
56,72402.95,0.2164,0.5845,1,10,7537.28,75,30607.65,2,946.23,Full-time,1,676.46
59,20078.39,0.1867,0.5136,1,15,27123.46,131,17685.09,2,386.68,Full-time,1,749.76
37,56770.51,0.1914,0.1537,0,4,8266.93,34,9804.78,1,732.33,Unemployed,1,782.49
28,88811.95,0.1975,0.4632,2,4,14202.54,41,70234.73,2,583.91,Unemployed,1,659.12
22,59476.66,0.3993,0.144,1,1,33633.54,129,30185.22,0,99.99,Part-time,1,776.71
27,91285.99,0.515,0.2404,2,9,39507.47,32,6998.49,3,822.66,Full-time,1,612.07
24,45138.42,0.5734,0.1917,1,8,9085.31,15,29863.1,1,526.29,Full-time,1,617.56
61,36765.23,0.2644,0.3489,1,17,3360.22,114,21519.84,3,386.02,Unemployed,1,753.46
33,64077.56,0.2639,0.3967,3,10,10275.31,92,5947.02,3,357.33,Full-time,1,673.32
59,67117.8,0.1967,0.1577,1,16,20751.48,94,14065.4,1,1012.07,Full-time,1,804.9
46,56569.6,0.4453,0.1652,0,5,28848.54,100,12582.51,2,362.58,Part-time,1,758.44
46,114953.27,0.3423,0.4021,1,1,7896.45,170,1453.66,2,486.76,Self-employed,1,763.45
42,45134.7,0.556,0.3801,2,15,5236.05,170,3990.35,1,642.3,Full-time,1,679.84
59,76185.35,0.3892,0.5765,1,1,9552.39,106,33448.09,3,571.44,Full-time,1,652.45
23,68226.37,0.2157,0.2159,3,15,12538.73,119,7196.04,6,338.87,Full-time,1,755.48
25,32842.47,0.6636,0.2579,0,9,77756.17,95,21908.53,1,1064.82,Full-time,1,665.61
